group,variant,seed,target_tokens,prompt_tokens,needle_frac,clean_gold,corrupt_gold,n_heads,clean_logprob,corrupt_clean_logprob,corrupt_gold_logprob,patched_logprob,delta_patch,recovery_denominator,recovery_fraction
address_L21H11,literal,1236,8192,8192,0.1,659279,262639,1,-1.9796881675720215,-4.979166666666667,-2.271558920542399,-4.989583333333333,-0.010416666666666075,2.9994784990946455,-0.0034728259161751662
address_L22H10,literal,1236,8192,8192,0.1,659279,262639,1,-1.9796881675720215,-4.979166666666667,-2.271558920542399,-4.958333333333333,0.020833333333333925,2.9994784990946455,0.006945651832350925
support_L20H7,literal,1236,8192,8192,0.1,659279,262639,1,-1.9796881675720215,-4.979166666666667,-2.271558920542399,-4.940104166666667,0.0390625,2.9994784990946455,0.013023097185657613
support_L18H3,literal,1236,8192,8192,0.1,659279,262639,1,-1.9796881675720215,-4.979166666666667,-2.271558920542399,-4.96875,0.010416666666666963,2.9994784990946455,0.0034728259161754624
support_L17H10,literal,1236,8192,8192,0.1,659279,262639,1,-1.9796881675720215,-4.979166666666667,-2.271558920542399,-4.932291666666667,0.046875,2.9994784990946455,0.015627716622789136
support_L20H8,literal,1236,8192,8192,0.1,659279,262639,1,-1.9796881675720215,-4.979166666666667,-2.271558920542399,-4.981770833333333,-0.0026041666666660745,2.9994784990946455,-0.0008682064790436435
support_L22H0,literal,1236,8192,8192,0.1,659279,262639,1,-1.9796881675720215,-4.979166666666667,-2.271558920542399,-4.9609375,0.018229166666666963,2.9994784990946455,0.006077445353306985
support_L22H4,literal,1236,8192,8192,0.1,659279,262639,1,-1.9796881675720215,-4.979166666666667,-2.271558920542399,-4.994791666666667,-0.015625,2.9994784990946455,-0.005209238874263045
activation_control_L20H5,literal,1236,8192,8192,0.1,659279,262639,1,-1.9796881675720215,-4.979166666666667,-2.271558920542399,-4.981770833333333,-0.0026041666666660745,2.9994784990946455,-0.0008682064790436435
inactive_control_L21H2,literal,1236,8192,8192,0.1,659279,262639,1,-1.9796881675720215,-4.979166666666667,-2.271558920542399,-4.9453125,0.03385416666666696,2.9994784990946455,0.01128668422757003
inactive_control_L22H8,literal,1236,8192,8192,0.1,659279,262639,1,-1.9796881675720215,-4.979166666666667,-2.271558920542399,-4.96875,0.010416666666666963,2.9994784990946455,0.0034728259161754624
inactive_control_L22H3,literal,1236,8192,8192,0.1,659279,262639,1,-1.9796881675720215,-4.979166666666667,-2.271558920542399,-4.973958333333333,0.0052083333333339255,2.9994784990946455,0.0017364129580878791
address_L22H7,literal,1237,8192,8191,0.1,255903,368766,1,-2.2609168688456216,-4.916666666666667,-2.189204533894857,-4.671875,0.24479166666666696,2.6557497978210454,0.09217422020233623
address_L21H11,literal,1237,8192,8191,0.1,255903,368766,1,-2.2609168688456216,-4.916666666666667,-2.189204533894857,-4.854166666666667,0.0625,2.6557497978210454,0.023533843455915606
address_L22H10,literal,1237,8192,8191,0.1,255903,368766,1,-2.2609168688456216,-4.916666666666667,-2.189204533894857,-4.875,0.04166666666666696,2.6557497978210454,0.015689228970610515
